AgentState_t	AgentState_x0	AgentState_u0	AgentState_v0	Cost	Debug_Cost
0	0.690095	0.2	0 	 0.00361823	0.000439409	
0.1	0.86725	0.2	0 	 0.00571092	1.00494e-07	
0.2	1.0381	0.2	0 	 0.00636624	0	
0.3	1.20406	0.2	0 	 0.0060923	6.13712e-10	
0.4	1.3659	0.2	0 	 0.00582901	0.00117258	
0.5	1.52417	0.2	0 	 0.00544314	0.00193585	
0.6	1.67923	0.2	0 	 0.00518653	0.00233659	
0.7	1.83139	0.2	0 	 0.00480463	0.00315947	
0.8	1.98089	0.2	0 	 0.00462111	0.00351853	
0.9	2.12793	0.2	0 	 0.00418088	0.00361823	
1	2.27266	0.2	0 	 0.0039121	0.00310831	
1.1	2.41524	0.2	0 	 0.00344618	0.00281899	
1.2	2.55578	0.2	0 	 0.00313929	0.00279629	
1.3	2.6944	0.2	0 	 0.00305734	0.0031689	
1.4	2.8312	0.2	0 	 0.00243246	0.00322158	
1.5	2.96625	0.2	0 	 0.00215578	0.00394147	
1.6	3.00782	0.10749	0 	 0.00138628	0.00549331	
1.7	2.99682	0.0548187	0 	 0.00118572	0.00639514	
1.8	3.02152	0.0902916	0 	 0.00138822	0.00631128	
1.9	2.95684	0.000269603	0 	 0.00117706	0.00571092	
2	3.0168	0.124568	0 	 0.00140094	0.00584152	
2.1	3.01726	0.0651948	0 	 0.00114248	0.00577015	
2.2	3.0267	0.0739469	0 	 0.00109602	0.0052815	
2.3	2.99086	0.0281374	0 	 0.00109383	0.00534612	
2.4	3.00445	0.0770934	0 	 0.00110403	0.00562206	
2.5	2.98	0.0386643	0 	 0.0011504	0.00530109	
2.6	3.02487	0.107844	0 	 0.00125737	0.00631232	
2.7	2.99982	0.0377702	0 	 0.00109607	0.00631924	
2.8	3.02817	0.0908974	0 	 0.00100384	0.00636695	
2.9	2.96619	0	0 	 0.00112361	0.00636624	
3	3.01165	0.107027	0 	 0.00123365	0.00583624	
3.1	3.03065	0.0807915	0 	 0.00109886	0.0056717	
3.2	2.98364	0.014249	0 	 0.000954287	0.00557577	
3.3	3.01377	0.0909797	0 	 0.00116976	0.00555764	
3.4	2.98394	0.0307257	0 	 0.0009907	0.00571859	
3.5	3.03481	0.111321	0 	 0.00119972	0.00597102	
3.6	2.98815	0.0135326	0 	 0.00101612	0.00586894	
3.7	3.01332	0.0849196	0 	 0.00111373	0.00605854	
3.8	2.97318	0.0191881	0 	 0.000996002	0.00608453	
3.9	3.03194	0.117981	0 	 0.00126538	0.0060923	
4	3.04102	0.0685723	0 	 0.000996352	0.00579009	
4.1	2.99202	0.0098751	0 	 0.000933806	0.00583554	
4.2	3.01253	0.0788859	0 	 0.00105358	0.00570138	
4.3	2.98644	0.0319596	0 	 0.000919461	0.00565625	
4.4	3.02899	0.10048	0 	 0.00107472	0.0057584	
4.5	2.99125	0.0199351	0 	 0.000968045	0.00577276	
4.6	3.00189	0.0678324	0 	 0.000986943	0.00575837	
4.7	3.00114	0.0562492	0 	 0.0009079	0.00568776	
4.8	2.99939	0.0549708	0 	 0.000907439	0.00583349	
4.9	3.02139	0.0786241	0 	 0.000956984	0.00582901	
5	2.99008	0.0249575	0 	 0.000825007	0.00533386	
5.1	2.9839	0.0494944	0 	 0.000812324	0.00534177	
5.2	3.01888	0.0906612	0 	 0.000955141	0.00527953	
5.3	3.0138	0.0505888	0 	 0.000816078	0.00518455	
5.4	3.00269	0.0441476	0 	 0.000798993	0.00521979	
5.5	2.99798	0.0501463	0 	 0.000797182	0.00521307	
5.6	2.99449	0.0510412	0 	 0.000793349	0.00524637	
5.7	2.99201	0.05173	0 	 0.000800916	0.00543354	
5.8	2.98697	0.0488431	0 	 0.000782038	0.00535601	
5.9	2.98534	0.0519287	0 	 0.000783528	0.00544314	
6	2.99199	0.0600126	0 	 0.000775419	0.00490166	
6.1	2.9972	0.0584167	0 	 0.000755143	0.00483832	
6.2	3.00393	0.0597817	0 	 0.000752029	0.00481161	
6.3	3.00736	0.0563324	0 	 0.000735311	0.00491639	
6.4	3.00767	0.0529802	0 	 0.000716372	0.00517672	
6.5	3.00735	0.0521015	0 	 0.000720525	0.00505536	
6.6	3.0058	0.0505896	0 	 0.000679679	0.00542477	
6.7	2.99831	0.0443207	0 	 0.000673965	0.00515867	
6.8	2.99816	0.0513238	0 	 0.000663662	0.00508562	
6.9	2.9993	0.052377	0 	 0.000656359	0.00518653	
7	3.00208	0.0538035	0 	 0.000642	0.00481714	
7.1	3.00079	0.0494965	0 	 0.000621555	0.00480001	
7.2	3.00281	0.0525553	0 	 0.000630216	0.00469058	
7.3	3.00162	0.0491069	0 	 0.00058276	0.00478153	
7.4	3.00412	0.0525656	0 	 0.000677525	0.00478297	
7.5	2.99581	0.0414354	0 	 0.000534927	0.0049033	
7.6	2.99767	0.051306	0 	 0.000571275	0.00495196	
