#                                       Agent1                                       Agent2                                       Agent3                                       Agent4
#      PrimalRes        DualRes        envFunc      PrimalRes        DualRes        envFunc      PrimalRes        DualRes        envFunc      PrimalRes        DualRes        envFunc
     0.00505491     0.00470112           0.15      0.0125818     0.00885502           0.15      0.0125818     0.00885502           0.15      0.0242778      0.0121386           0.15
     0.00959985     0.00652113           0.15      0.0204523      0.0178747           0.15      0.0204523      0.0178747           0.15      0.0325985      0.0266941           0.15
      0.0106991     0.00731807           0.15      0.0210352      0.0208414           0.15      0.0210352      0.0208414           0.15      0.0366465      0.0341699           0.15
      0.0127351     0.00307974           0.15      0.0204155      0.0114641           0.15      0.0204155      0.0114641           0.15      0.0299121      0.0233845           0.15
     0.00952433     0.00436041           0.15      0.0163564      0.0181166           0.15      0.0163564      0.0181166           0.15      0.0242067      0.0363059           0.15
     0.00752856     0.00466999           0.15       0.016612      0.0114934           0.15       0.016612      0.0114934           0.15      0.0278055      0.0231076           0.15
     0.00938063     0.00680029           0.15      0.0160697      0.0102565           0.15      0.0160697      0.0102565           0.15        0.02415      0.0235188           0.15
       0.008549      0.0123927           0.15      0.0120501      0.0139596           0.15      0.0120501      0.0139596           0.15      0.0266803      0.0240771           0.15
      0.0183117     0.00466389           0.15      0.0208723      0.0235917           0.15      0.0208723      0.0235917           0.15        0.02508       0.053144           0.15
      0.0131709     0.00684292           0.15      0.0260426      0.0219154           0.15      0.0260426      0.0219154           0.15      0.0416824      0.0414221           0.15
      0.0122032     0.00453339           0.15      0.0232699      0.0107118           0.15      0.0232699      0.0107118           0.15      0.0392441      0.0189283           0.15
     0.00856924     0.00874786           0.15      0.0150377      0.0224576           0.15      0.0150377      0.0224576           0.15      0.0239538      0.0371563           0.15
     0.00737828     0.00122318           0.15      0.0113313     0.00570768           0.15      0.0113313     0.00570768           0.15      0.0187449      0.0107886           0.15
      0.0138318     0.00731465           0.15      0.0225637      0.0233259           0.15      0.0225637      0.0233259           0.15      0.0310226      0.0420808           0.15
      0.0078179     0.00721458           0.15      0.0176112      0.0124675           0.15      0.0176112      0.0124675           0.15        0.02901       0.014189           0.15
      0.0103944     0.00614162           0.15      0.0185688      0.0133211           0.15      0.0185688      0.0133211           0.15      0.0263331      0.0237305           0.15
      0.0068752     0.00685458           0.15      0.0137962      0.0107971           0.15      0.0137962      0.0107971           0.15      0.0225879      0.0102285           0.15
     0.00488949       0.009351           0.15      0.0104646       0.023249           0.15      0.0104646       0.023249           0.15      0.0194537      0.0333623           0.15
      0.0083895      0.0120583           0.15      0.0185073      0.0239226           0.15      0.0185073      0.0239226           0.15      0.0322677      0.0369328           0.15
     0.00871154     0.00423636           0.15      0.0165462      0.0106691           0.15      0.0165462      0.0106691           0.15      0.0281139       0.016469           0.15
     0.00722739     0.00700505           0.15      0.0125464      0.0200721           0.15      0.0125464      0.0200721           0.15      0.0188845      0.0297447           0.15
     0.00743868      0.0054012           0.15      0.0144156      0.0203968           0.15      0.0144156      0.0203968           0.15      0.0220038      0.0358244           0.15
     0.00441573     0.00712936           0.15      0.0154473      0.0165139           0.15      0.0154473      0.0165139           0.15      0.0298298      0.0258613           0.15
     0.00688074     0.00633177           0.15      0.0148491      0.0187861           0.15      0.0148491      0.0187861           0.15      0.0274665      0.0290121           0.15
     0.00741276     0.00473592           0.15      0.0160794     0.00918696           0.15      0.0160794     0.00918696           0.15      0.0276544      0.0130461           0.15
      0.0100519      0.0067191           0.15      0.0134871      0.0269773           0.15      0.0134871      0.0269773           0.15      0.0195583      0.0448855           0.15
     0.00739236     0.00248951           0.15      0.0123268     0.00633916           0.15      0.0123268     0.00633916           0.15      0.0162306      0.0104812           0.15
     0.00731921     0.00657315           0.15      0.0159366      0.0180667           0.15      0.0159366      0.0180667           0.15      0.0252656      0.0259463           0.15
     0.00719303     0.00816581           0.15      0.0188322      0.0143284           0.15      0.0188322      0.0143284           0.15      0.0348621      0.0173343           0.15
     0.00794496     0.00502538           0.15       0.015384      0.0173668           0.15       0.015384      0.0173668           0.15      0.0260438      0.0273199           0.15
      0.0102005     0.00736831           0.15      0.0135267      0.0168886           0.15      0.0135267      0.0168886           0.15      0.0218409       0.029489           0.15
     0.00739442     0.00495604           0.15      0.0133849      0.0198409           0.15      0.0133849      0.0198409           0.15      0.0217188      0.0341696           0.15
     0.00855082     0.00610418           0.15      0.0140745      0.0107319           0.15      0.0140745      0.0107319           0.15        0.02459      0.0160354           0.15
      0.0146576     0.00799435           0.15      0.0226657      0.0232787           0.15      0.0226657      0.0232787           0.15      0.0316437      0.0435664           0.15
      0.0102272      0.0048511           0.15      0.0218757      0.0144773           0.15      0.0218757      0.0144773           0.15      0.0373048      0.0215103           0.15
     0.00708035     0.00243087           0.15      0.0165025     0.00614711           0.15      0.0165025     0.00614711           0.15      0.0289732     0.00821589           0.15
     0.00991945     0.00320987           0.15      0.0138018      0.0192171           0.15      0.0138018      0.0192171           0.15       0.020657      0.0330366           0.15
     0.00710538     0.00391969           0.15      0.0121511        0.00596           0.15      0.0121511        0.00596           0.15      0.0188762      0.0103456           0.15
     0.00673722     0.00733717           0.15      0.0171416      0.0190558           0.15      0.0171416      0.0190558           0.15      0.0295274       0.031948           0.15
     0.00583057     0.00863676           0.15      0.0193317        0.01778           0.15      0.0193317        0.01778           0.15      0.0361561       0.022885           0.15
     0.00787517      0.0111035           0.15      0.0159613      0.0281274           0.15      0.0159613      0.0281274           0.15      0.0329055      0.0358165           0.15
     0.00737843     0.00375928           0.15      0.0133522      0.0212213           0.15      0.0133522      0.0212213           0.15      0.0228082      0.0261918           0.15
      0.0077893     0.00910117           0.15      0.0192009      0.0269407           0.15      0.0192009      0.0269407           0.15      0.0318334      0.0396487           0.15
     0.00931705     0.00951873           0.15       0.020207      0.0190508           0.15       0.020207      0.0190508           0.15      0.0381894      0.0224505           0.15
      0.0100721     0.00611611           0.15      0.0201573      0.0109786           0.15      0.0201573      0.0109786           0.15      0.0353203      0.0131753           0.15
     0.00609888     0.00689863           0.15       0.014049      0.0129748           0.15       0.014049      0.0129748           0.15      0.0238168      0.0152231           0.15
     0.00781254     0.00515198           0.15      0.0107803      0.0125704           0.15      0.0107803      0.0125704           0.15      0.0175308      0.0186358           0.15
      0.0132609     0.00944902           0.15      0.0248205       0.041078           0.15      0.0248205       0.041078           0.15      0.0353061      0.0672897           0.15
      0.0128011     0.00867251           0.15      0.0318261      0.0224538           0.15      0.0318261      0.0224538           0.15      0.0551361      0.0343952           0.15
      0.0130326      0.0104789           0.15      0.0298428      0.0163041           0.15      0.0298428      0.0163041           0.15      0.0527176      0.0231242           0.15
      0.0109565      0.0115075           0.15       0.017771      0.0441407           0.15       0.017771      0.0441407           0.15      0.0376411      0.0561144           0.15
     0.00986134     0.00678226           0.15      0.0167328      0.0103017           0.15      0.0167328      0.0103017           0.15      0.0268036      0.0162036           0.15
      0.0116663     0.00945259           0.15      0.0233204      0.0429629           0.15      0.0233204      0.0429629           0.15      0.0345742       0.076924           0.15
      0.0124353     0.00762892           0.15      0.0325863      0.0265915           0.15      0.0325863      0.0265915           0.15      0.0591241      0.0416177           0.15
      0.0118564     0.00589545           0.15      0.0301616      0.0140094           0.15      0.0301616      0.0140094           0.15      0.0506196      0.0218047           0.15
     0.00960205     0.00771102           0.15      0.0148792      0.0272613           0.15      0.0148792      0.0272613           0.15      0.0286214      0.0448886           0.15
     0.00917692     0.00376512           0.15       0.013995     0.00695956           0.15       0.013995     0.00695956           0.15      0.0225271      0.0106046           0.15
     0.00863221     0.00630352           0.15      0.0127269     0.00881041           0.15      0.0127269     0.00881041           0.15      0.0208586      0.0119072           0.15
      0.0157589     0.00963334           0.15      0.0241636      0.0462689           0.15      0.0241636      0.0462689           0.15      0.0332333      0.0906414           0.15
      0.0147664      0.0041293           0.15      0.0216598     0.00831665           0.15      0.0216598     0.00831665           0.15      0.0327762      0.0140934           0.15
      0.0124791     0.00782591           0.15      0.0261891       0.019872           0.15      0.0261891       0.019872           0.15      0.0408122      0.0309868           0.15
     0.00876389      0.0053874           0.15      0.0225615     0.00936599           0.15      0.0225615     0.00936599           0.15      0.0379515      0.0127086           0.15
      0.0110084     0.00582542           0.15      0.0147869      0.0369113           0.15      0.0147869      0.0369113           0.15      0.0223452      0.0601434           0.15
      0.0103674     0.00600906           0.15       0.016803      0.0329111           0.15       0.016803      0.0329111           0.15      0.0280501      0.0481198           0.15
      0.0121232     0.00676162           0.15      0.0177009      0.0107081           0.15      0.0177009      0.0107081           0.15       0.025306      0.0142441           0.15
      0.0103055     0.00444465           0.15      0.0143471     0.00898644           0.15      0.0143471     0.00898644           0.15      0.0211388     0.00942964           0.15
      0.0090439     0.00748078           0.15      0.0146192       0.012684           0.15      0.0146192       0.012684           0.15       0.022809      0.0153538           0.15
     0.00779431     0.00810429           0.15      0.0132799      0.0226207           0.15      0.0132799      0.0226207           0.15      0.0185497      0.0257692           0.15
     0.00823673     0.00588027           0.15      0.0132065      0.0229197           0.15      0.0132065      0.0229197           0.15      0.0176559      0.0292401           0.15
      0.0111119     0.00340821           0.15      0.0144358     0.00706589           0.15      0.0144358     0.00706589           0.15      0.0193055     0.00938534           0.15
     0.00731125     0.00604088           0.15      0.0118369      0.0184044           0.15      0.0118369      0.0184044           0.15      0.0183548      0.0222735           0.15
     0.00664235     0.00388697           0.15      0.0109605     0.00670598           0.15      0.0109605     0.00670598           0.15      0.0173542     0.00871757           0.15
       0.010401       0.007199           0.15      0.0151691       0.018824           0.15      0.0151691       0.018824           0.15      0.0211028      0.0272692           0.15
     0.00870184     0.00426617           0.15      0.0151947      0.0154423           0.15      0.0151947      0.0154423           0.15      0.0216022      0.0202416           0.15
     0.00737681     0.00501937           0.15      0.0134529      0.0135815           0.15      0.0134529      0.0135815           0.15      0.0215972      0.0158109           0.15
     0.00505061     0.00645326           0.15      0.0103942      0.0090827           0.15      0.0103942      0.0090827           0.15      0.0173472      0.0103408           0.15
      0.0088991     0.00677133           0.15      0.0111841      0.0091849           0.15      0.0111841      0.0091849           0.15      0.0152298     0.00860101           0.15
     0.00701242     0.00597289           0.15      0.0110114      0.0241835           0.15      0.0110114      0.0241835           0.15      0.0143435      0.0363943           0.15
     0.00638372     0.00820178           0.15      0.0172582      0.0250695           0.15      0.0172582      0.0250695           0.15      0.0292598      0.0350181           0.15
     0.00731925     0.00353468           0.15       0.017323     0.00830824           0.15       0.017323     0.00830824           0.15      0.0305078      0.0107546           0.15
     0.00864942      0.0053834           0.15      0.0126037      0.0202917           0.15      0.0126037      0.0202917           0.15      0.0196659        0.02592           0.15
     0.00620388     0.00372256           0.15      0.0125926      0.0193696           0.15      0.0125926      0.0193696           0.15      0.0187924      0.0299781           0.15
     0.00731472     0.00379207           0.15      0.0115224     0.00748369           0.15      0.0115224     0.00748369           0.15      0.0171783      0.0103889           0.15
     0.00732867     0.00703026           0.15       0.014219      0.0147245           0.15       0.014219      0.0147245           0.15      0.0218429      0.0185645           0.15
     0.00658947     0.00233177           0.15      0.0123148     0.00595159           0.15      0.0123148     0.00595159           0.15      0.0212272     0.00880741           0.15
     0.00597652     0.00311001           0.15      0.0110158     0.00949658           0.15      0.0110158     0.00949658           0.15      0.0177955      0.0115016           0.15
     0.00617024     0.00365844           0.15      0.0106572      0.0139923           0.15      0.0106572      0.0139923           0.15      0.0153414      0.0187933           0.15
     0.00968568      0.0054019           0.15      0.0148882      0.0142929           0.15      0.0148882      0.0142929           0.15      0.0193001      0.0223081           0.15
     0.00870742     0.00580853           0.15      0.0131294     0.00815615           0.15      0.0131294     0.00815615           0.15      0.0201098       0.010394           0.15
     0.00571283     0.00433166           0.15      0.0104091       0.012669           0.15      0.0104091       0.012669           0.15      0.0184698      0.0209837           0.15
     0.00670572     0.00241086           0.15      0.0100317     0.00598544           0.15      0.0100317     0.00598544           0.15      0.0135744      0.0103065           0.15
     0.00890669     0.00551382           0.15      0.0156402      0.0182396           0.15      0.0156402      0.0182396           0.15      0.0210569      0.0324957           0.15
     0.00933288      0.0052135           0.15      0.0183597      0.0104807           0.15      0.0183597      0.0104807           0.15       0.027117      0.0158016           0.15
     0.00685165      0.0075578           0.15      0.0139831      0.0166687           0.15      0.0139831      0.0166687           0.15      0.0236268      0.0219275           0.15
     0.00730583     0.00361033           0.15      0.0108542      0.0181853           0.15      0.0108542      0.0181853           0.15      0.0158554       0.026893           0.15
     0.00858574     0.00649049           0.15      0.0143856      0.0143547           0.15      0.0143856      0.0143547           0.15      0.0192384      0.0216862           0.15
      0.0128118     0.00407139           0.15      0.0147519     0.00716093           0.15      0.0147519     0.00716093           0.15      0.0186825      0.0124441           0.15
      0.0122706     0.00490933           0.15      0.0172587      0.0124297           0.15      0.0172587      0.0124297           0.15      0.0221362      0.0198811           0.15
     0.00506504     0.00788554           0.15      0.0100329      0.0116944           0.15      0.0100329      0.0116944           0.15      0.0163315     0.00677981           0.15
     0.00709071     0.00362255           0.15     0.00968203     0.00724624           0.15     0.00968203     0.00724624           0.15      0.0136426     0.00879968           0.15
      0.0114351     0.00669458           0.15      0.0162961      0.0238911           0.15      0.0162961      0.0238911           0.15      0.0194982      0.0384017           0.15
     0.00975192      0.0041692           0.15      0.0140571     0.00727046           0.15      0.0140571     0.00727046           0.15      0.0196665      0.0110215           0.15
     0.00560545     0.00649138           0.15      0.0151639      0.0140835           0.15      0.0151639      0.0140835           0.15      0.0253734      0.0162707           0.15
     0.00571275     0.00680078           0.15      0.0133185      0.0164874           0.15      0.0133185      0.0164874           0.15      0.0233368      0.0167603           0.15
     0.00886558     0.00555129           0.15      0.0139133      0.0253557           0.15      0.0139133      0.0253557           0.15      0.0196872      0.0363156           0.15
     0.00720264     0.00258353           0.15      0.0146532      0.0130239           0.15      0.0146532      0.0130239           0.15      0.0213105      0.0168552           0.15
     0.00669556      0.0037968           0.15      0.0134914     0.00692183           0.15      0.0134914     0.00692183           0.15      0.0217342     0.00809814           0.15
     0.00784954     0.00564734           0.15      0.0139728      0.0134973           0.15      0.0139728      0.0134973           0.15      0.0219342      0.0132155           0.15
     0.00601513      0.0026531           0.15      0.0107667     0.00878649           0.15      0.0107667     0.00878649           0.15      0.0153752      0.0122519           0.15
     0.00511845     0.00588419           0.15      0.0114132      0.0183959           0.15      0.0114132      0.0183959           0.15      0.0178792      0.0266641           0.15
     0.00652583     0.00287136           0.15        0.01149     0.00574639           0.15        0.01149     0.00574639           0.15      0.0174182     0.00831201           0.15
     0.00523274     0.00659366           0.15      0.0114946      0.0142717           0.15      0.0114946      0.0142717           0.15      0.0195097      0.0195791           0.15
     0.00431943     0.00491827           0.15      0.0115979     0.00926775           0.15      0.0115979     0.00926775           0.15      0.0193363      0.0149104           0.15
     0.00480395     0.00527276           0.15      0.0108547     0.00922799           0.15      0.0108547     0.00922799           0.15      0.0183526      0.0110263           0.15
     0.00378879     0.00517607           0.15     0.00987665     0.00779754           0.15     0.00987665     0.00779754           0.15      0.0180394     0.00793832           0.15
      0.0103591     0.00558833           0.15     0.00865284      0.0226866           0.15     0.00865284      0.0226866           0.15      0.0179882      0.0270037           0.15
     0.00779765     0.00373398           0.15      0.0139741      0.0131264           0.15      0.0139741      0.0131264           0.15       0.017664      0.0234359           0.15
     0.00860162     0.00526603           0.15      0.0142582      0.0127786           0.15      0.0142582      0.0127786           0.15      0.0246219      0.0196084           0.15
     0.00928568     0.00370393           0.15      0.0133246     0.00969374           0.15      0.0133246     0.00969374           0.15      0.0205713      0.0167775           0.15
      0.0075557     0.00660257           0.15      0.0122075     0.00863989           0.15      0.0122075     0.00863989           0.15      0.0196495      0.0111938           0.15
     0.00949831     0.00352827           0.15      0.0119364      0.0168765           0.15      0.0119364      0.0168765           0.15      0.0157582      0.0293833           0.15
     0.00841845     0.00605198           0.15      0.0168555      0.0171774           0.15      0.0168555      0.0171774           0.15      0.0258636      0.0307714           0.15
     0.00974991     0.00290624           0.15      0.0166518      0.0067647           0.15      0.0166518      0.0067647           0.15      0.0247815       0.010852           0.15
     0.00813173     0.00543228           0.15      0.0146996     0.00771718           0.15      0.0146996     0.00771718           0.15      0.0245781     0.00804209           0.15
     0.00853118     0.00507457           0.15      0.0105874      0.0207253           0.15      0.0105874      0.0207253           0.15      0.0136918      0.0319193           0.15
     0.00504497     0.00222187           0.15      0.0064615     0.00460306           0.15      0.0064615     0.00460306           0.15     0.00897029     0.00652059           0.15
     0.00603899     0.00215575           0.15     0.00706553     0.00382286           0.15     0.00706553     0.00382286           0.15     0.00782048     0.00514646           0.15
     0.00423296      0.0052644           0.15       0.006516     0.00621498           0.15       0.006516     0.00621498           0.15     0.00841598     0.00558037           0.15
     0.00386571     0.00437121           0.15     0.00647691     0.00510845           0.15     0.00647691     0.00510845           0.15     0.00848847     0.00405959           0.15
     0.00401083     0.00264602           0.15     0.00745171     0.00385948           0.15     0.00745171     0.00385948           0.15     0.00987012      0.0041562           0.15
     0.00440223     0.00275535           0.15      0.0077868     0.00358154           0.15      0.0077868     0.00358154           0.15      0.0116559     0.00295653           0.15
      0.0153102      0.0149048           0.15       0.024986      0.0291238           0.15       0.024986      0.0291238           0.15      0.0333264      0.0379031           0.15
       0.020903      0.0164749           0.15      0.0272927      0.0272709           0.15      0.0272927      0.0272709           0.15      0.0391632      0.0354459           0.15
      0.0177251     0.00673696           0.15      0.0207566      0.0178149           0.15      0.0207566      0.0178149           0.15      0.0336526      0.0222354           0.15
     0.00701119     0.00904465           0.15      0.0140722      0.0216211           0.15      0.0140722      0.0216211           0.15      0.0227987      0.0265225           0.15
      0.0225974     0.00915607           0.15      0.0261052      0.0155134           0.15      0.0261052      0.0155134           0.15      0.0315656      0.0206538           0.15
      0.0192723      0.0139926           0.15      0.0254057      0.0158469           0.15      0.0254057      0.0158469           0.15      0.0356668      0.0127268           0.15
      0.0112919     0.00648727           0.15      0.0124802      0.0168195           0.15      0.0124802      0.0168195           0.15      0.0134097      0.0216079           0.15
      0.0121572     0.00600044           0.15      0.0134034      0.0139791           0.15      0.0134034      0.0139791           0.15       0.017257      0.0180733           0.15
     0.00909178     0.00958446           0.15       0.015906      0.0138968           0.15       0.015906      0.0138968           0.15      0.0241608        0.01875           0.15
      0.0064373      0.0100692           0.15       0.012757      0.0134903           0.15       0.012757      0.0134903           0.15      0.0223174      0.0168929           0.15
      0.0055659      0.0099824           0.15     0.00736226      0.0194008           0.15     0.00736226      0.0194008           0.15      0.0106802      0.0299712           0.15
      0.0077388      0.0115747           0.15      0.0125851      0.0185983           0.15      0.0125851      0.0185983           0.15      0.0171671      0.0322518           0.15
     0.00757984     0.00424593           0.15      0.0113377     0.00688735           0.15      0.0113377     0.00688735           0.15       0.014303     0.00925185           0.15
     0.00683785     0.00558051           0.15      0.0103488     0.00698643           0.15      0.0103488     0.00698643           0.15      0.0126835     0.00953515           0.15
      0.0114858      0.0050648           0.15       0.011035     0.00960972           0.15       0.011035     0.00960972           0.15      0.0130102      0.0129259           0.15
      0.0144218     0.00399945           0.15       0.013769      0.0103654           0.15       0.013769      0.0103654           0.15      0.0127493      0.0183736           0.15
      0.0107894     0.00529178           0.15      0.0153753     0.00927259           0.15      0.0153753     0.00927259           0.15      0.0225136      0.0137608           0.15
     0.00974971     0.00285109           0.15      0.0151065      0.0049387           0.15      0.0151065      0.0049387           0.15      0.0214931     0.00836524           0.15
     0.00435243     0.00445247           0.15      0.0109102     0.00598809           0.15      0.0109102     0.00598809           0.15      0.0214474     0.00716555           0.15
     0.00488773     0.00371421           0.15      0.0103853     0.00484908           0.15      0.0103853     0.00484908           0.15      0.0212144     0.00482163           0.15
      0.0113384     0.00891815           0.15       0.013894      0.0314755           0.15       0.013894      0.0314755           0.15      0.0209653       0.043966           0.15
     0.00754862     0.00856217           0.15       0.019186      0.0218566           0.15       0.019186      0.0218566           0.15      0.0300037      0.0279169           0.15
     0.00825017     0.00815052           0.15      0.0201027        0.01624           0.15      0.0201027        0.01624           0.15      0.0340778      0.0195817           0.15
      0.0113888       0.012356           0.15      0.0156181       0.027168           0.15      0.0156181       0.027168           0.15      0.0266106      0.0355112           0.15
     0.00934564     0.00722293           0.15     0.00958192      0.0239079           0.15     0.00958192      0.0239079           0.15       0.014347      0.0336474           0.15
      0.0117704     0.00504865           0.15      0.0221586      0.0155476           0.15      0.0221586      0.0155476           0.15      0.0313511      0.0210471           0.15
      0.0158131     0.00474324           0.15      0.0230071     0.00739542           0.15      0.0230071     0.00739542           0.15      0.0316726     0.00860313           0.15
     0.00889172     0.00532428           0.15      0.0106898      0.0163239           0.15      0.0106898      0.0163239           0.15      0.0149946      0.0244661           0.15
     0.00870094     0.00562774           0.15      0.0135504      0.0174243           0.15      0.0135504      0.0174243           0.15      0.0179588      0.0275063           0.15
     0.00809656      0.0049518           0.15      0.0154297     0.00864089           0.15      0.0154297     0.00864089           0.15      0.0238016      0.0109758           0.15
     0.00620702     0.00433979           0.15      0.0124749      0.0101682           0.15      0.0124749      0.0101682           0.15      0.0192625      0.0133681           0.15
      0.0058173     0.00447776           0.15      0.0093347      0.0156914           0.15      0.0093347      0.0156914           0.15      0.0131883      0.0230961           0.15
     0.00546743     0.00384788           0.15      0.0102832      0.0116575           0.15      0.0102832      0.0116575           0.15      0.0159284      0.0177682           0.15
     0.00573591      0.0100235           0.15      0.0119648      0.0184933           0.15      0.0119648      0.0184933           0.15      0.0204518      0.0261185           0.15
     0.00782148     0.00474907           0.15      0.0106621      0.0082559           0.15      0.0106621      0.0082559           0.15       0.015779      0.0109686           0.15
     0.00610512     0.00455253           0.15     0.00848039     0.00876978           0.15     0.00848039     0.00876978           0.15      0.0128253      0.0138618           0.15
     0.00535507     0.00411997           0.15     0.00838441     0.00603371           0.15     0.00838441     0.00603371           0.15      0.0120311     0.00898827           0.15
     0.00946257     0.00535156           0.15      0.0122495      0.0197725           0.15      0.0122495      0.0197725           0.15      0.0150247      0.0328295           0.15
     0.00713297     0.00419781           0.15      0.0148934      0.0134009           0.15      0.0148934      0.0134009           0.15      0.0226149      0.0198513           0.15
      0.0091781     0.00509111           0.15      0.0154077     0.00800566           0.15      0.0154077     0.00800566           0.15      0.0243587     0.00903734           0.15
     0.00638159     0.00769595           0.15      0.0125224      0.0172125           0.15      0.0125224      0.0172125           0.15      0.0236204      0.0199675           0.15
     0.00590847     0.00423025           0.15      0.0111187      0.0159928           0.15      0.0111187      0.0159928           0.15      0.0170275      0.0214502           0.15
     0.00639051     0.00389181           0.15      0.0115078     0.00673391           0.15      0.0115078     0.00673391           0.15      0.0162727      0.0104558           0.15
     0.00801053     0.00662948           0.15      0.0149666      0.0198874           0.15      0.0149666      0.0198874           0.15      0.0231393      0.0321562           0.15
      0.0045688     0.00221845           0.15      0.0115801     0.00522101           0.15      0.0115801     0.00522101           0.15      0.0190315     0.00671591           0.15
     0.00612732     0.00500048           0.15      0.0141318      0.0128021           0.15      0.0141318      0.0128021           0.15      0.0233176      0.0142376           0.15
     0.00739859     0.00829152           0.15      0.0137145       0.021216           0.15      0.0137145       0.021216           0.15      0.0199121      0.0288522           0.15
     0.00667275      0.0035256           0.15      0.0142699      0.0134389           0.15      0.0142699      0.0134389           0.15      0.0248483      0.0194743           0.15
     0.00579655     0.00444336           0.15      0.0122874      0.0153275           0.15      0.0122874      0.0153275           0.15      0.0198029      0.0187271           0.15
     0.00629894     0.00416802           0.15      0.0113245      0.0177742           0.15      0.0113245      0.0177742           0.15      0.0170477      0.0247619           0.15
     0.00775447     0.00496943           0.15      0.0141634       0.015807           0.15      0.0141634       0.015807           0.15      0.0198389      0.0268525           0.15
     0.00979759     0.00654543           0.15      0.0175351      0.0127842           0.15      0.0175351      0.0127842           0.15       0.027715      0.0181686           0.15
     0.00578873     0.00393586           0.15      0.0115481      0.0130559           0.15      0.0115481      0.0130559           0.15      0.0194346      0.0207438           0.15
     0.00697285     0.00153657           0.15      0.0112131     0.00441392           0.15      0.0112131     0.00441392           0.15      0.0159905     0.00636365           0.15
     0.00430727      0.0043037           0.15     0.00806696      0.0107024           0.15     0.00806696      0.0107024           0.15      0.0139136      0.0161747           0.15
     0.00446586     0.00297203           0.15     0.00828706     0.00559249           0.15     0.00828706     0.00559249           0.15      0.0117643     0.00746931           0.15
     0.00561328     0.00271002           0.15     0.00877512     0.00414514           0.15     0.00877512     0.00414514           0.15      0.0114286     0.00651355           0.15
     0.00735194     0.00793437           0.15      0.0139742      0.0183554           0.15      0.0139742      0.0183554           0.15      0.0202768      0.0297775           0.15
     0.00585728     0.00375101           0.15      0.0121938     0.00806559           0.15      0.0121938     0.00806559           0.15      0.0189192      0.0121226           0.15
     0.00594795     0.00524838           0.15      0.0131458      0.0128358           0.15      0.0131458      0.0128358           0.15      0.0224858      0.0195109           0.15
     0.00527752     0.00246792           0.15      0.0127782     0.00514927           0.15      0.0127782     0.00514927           0.15      0.0184324     0.00869607           0.15
      0.0103203     0.00630124           0.15       0.010528      0.0184944           0.15       0.010528      0.0184944           0.15      0.0178262      0.0260763           0.15
     0.00955026     0.00352704           0.15      0.0150803       0.014519           0.15      0.0150803       0.014519           0.15      0.0185623      0.0261309           0.15
     0.00894503     0.00493732           0.15      0.0127877     0.00813077           0.15      0.0127877     0.00813077           0.15      0.0183564      0.0113147           0.15
      0.0055753     0.00308668           0.15      0.0103099     0.00587894           0.15      0.0103099     0.00587894           0.15      0.0157033     0.00961234           0.15
      0.0107304      0.0119937           0.15      0.0121905      0.0175929           0.15      0.0121905      0.0175929           0.15      0.0209584      0.0231401           0.15
     0.00740698     0.00610738           0.15        0.01216      0.0153105           0.15        0.01216      0.0153105           0.15      0.0160113       0.026973           0.15
     0.00860547      0.0043341           0.15      0.0129439      0.0136184           0.15      0.0129439      0.0136184           0.15      0.0200117      0.0246473           0.15
     0.00875792     0.00304928           0.15      0.0125845     0.00529971           0.15      0.0125845     0.00529971           0.15      0.0173554     0.00811712           0.15
     0.00634275     0.00484327           0.15      0.0106381       0.014724           0.15      0.0106381       0.014724           0.15      0.0175193      0.0264604           0.15
     0.00557207     0.00312735           0.15      0.0109165     0.00758258           0.15      0.0109165     0.00758258           0.15      0.0177549      0.0108637           0.15
     0.00561202     0.00331091           0.15       0.014022     0.00818571           0.15       0.014022     0.00818571           0.15       0.022453      0.0123933           0.15
     0.00567641     0.00312613           0.15      0.0120695     0.00890579           0.15      0.0120695     0.00890579           0.15       0.019806      0.0132077           0.15
     0.00364888     0.00346856           0.15      0.0089232      0.0139299           0.15      0.0089232      0.0139299           0.15      0.0149799      0.0215473           0.15
     0.00425173     0.00398656           0.15     0.00968326      0.0107882           0.15     0.00968326      0.0107882           0.15      0.0152206       0.018361           0.15
     0.00742266     0.00805157           0.15      0.0129229      0.0142644           0.15      0.0129229      0.0142644           0.15       0.020131      0.0217984           0.15
     0.00496496     0.00316397           0.15      0.0109009     0.00865705           0.15      0.0109009     0.00865705           0.15      0.0172201      0.0142017           0.15
     0.00632962     0.00503229           0.15     0.00832873      0.0144459           0.15     0.00832873      0.0144459           0.15      0.0140514      0.0211756           0.15
     0.00494291      0.0022187           0.15     0.00764968     0.00454126           0.15     0.00764968     0.00454126           0.15     0.00944638     0.00620096           0.15
     0.00347481     0.00341348           0.15     0.00575751     0.00720398           0.15     0.00575751     0.00720398           0.15      0.0089511      0.0108106           0.15
     0.00662778     0.00606666           0.15       0.012331       0.016359           0.15       0.012331       0.016359           0.15       0.016341      0.0241077           0.15
     0.00456769     0.00357958           0.15      0.0133004     0.00654221           0.15      0.0133004     0.00654221           0.15      0.0209935     0.00806397           0.15
     0.00698299     0.00333368           0.15      0.0127098     0.00598755           0.15      0.0127098     0.00598755           0.15      0.0196765      0.0077326           0.15
     0.00636449     0.00382106           0.15     0.00746202      0.0161167           0.15     0.00746202      0.0161167           0.15     0.00994042      0.0216685           0.15
