AgentState_t	AgentState_x0	AgentState_u0	AgentState_v0	Cost	Debug_Cost
0	0.492215	0	0 	 9.2693	7.71546	
0.1	0.488031	0	0 	 9.11499	10.2441	
0.2	0.485748	0	0 	 9.06726	8.90444	
0.3	0.484991	0	0 	 8.90821	8.87654	
0.4	0.485547	0	0 	 8.94477	8.00556	
0.5	0.487274	0	0 	 8.67139	8.05569	
0.6	0.490066	0	0 	 8.45612	8.02007	
0.7	0.493839	0	0 	 8.27433	8.01195	
0.8	0.498525	0	0 	 8.18813	8.21391	
0.9	0.504068	0	0 	 7.83265	8.53759	
1	0.510419	0	0 	 7.89182	9.0514	
1.1	0.517536	0	0 	 7.48492	9.50165	
1.2	0.525383	0	0 	 7.46683	10.0533	
1.3	0.533926	0	0 	 7.05767	10.6001	
1.4	0.543136	0	0 	 7.00851	10.9213	
1.5	0.552986	0	0 	 6.81376	10.783	
1.6	0.563452	0	0 	 6.78008	10.6432	
1.7	0.574501	0	0 	 6.85885	10.4495	
1.8	0.586051	0	0 	 6.76512	10.3497	
1.9	0.598049	0	0 	 6.31782	10.1483	
2	0.610438	0	0 	 5.92598	9.968	
2.1	0.623223	0	0 	 5.9627	9.82039	
2.2	0.636343	0	0 	 5.70579	9.57872	
2.3	0.649749	0	0 	 5.80386	9.37178	
2.4	0.663449	0	0 	 5.42667	9.2693	
2.5	0.677395	0	0 	 5.26319	9.05602	
2.6	0.691559	0	0 	 4.99873	8.98909	
2.7	0.705931	0	0 	 4.89342	8.88818	
2.8	0.720482	0	0 	 4.81655	8.96316	
2.9	0.735206	0	0 	 4.81943	9.17211	
3	0.750069	0	0 	 4.40722	9.27694	
3.1	0.765083	0	0 	 4.27633	9.18463	
3.2	0.780215	0	0 	 4.00672	9.4444	
3.3	0.795452	0	0 	 4.04794	9.60114	
3.4	0.81079	0	0 	 3.85117	9.62156	
3.5	0.826202	0	0 	 3.64053	9.73348	
3.6	0.841697	0	0 	 3.51888	9.65695	
3.7	0.857244	0	0 	 3.47422	9.7255	
3.8	0.87286	0	0 	 3.23483	9.73153	
3.9	0.888514	0	0 	 3.24193	9.64315	
4	0.904212	0	0 	 3.16384	9.57333	
4.1	0.91993	0	0 	 2.95024	9.51446	
4.2	0.935684	0	0 	 2.79492	9.46359	
4.3	0.951449	0	0 	 2.70019	9.36635	
4.4	0.967243	0	0 	 2.51415	9.29028	
4.5	0.98304	0	0 	 2.55813	9.21765	
4.6	0.998838	0	0 	 2.37291	9.16876	
4.7	1.01463	0	0 	 2.21986	9.18204	
4.8	1.03041	0	0 	 2.19532	9.14411	
4.9	1.04618	0	0 	 2.05514	9.11499	
5	1.06194	0	0 	 1.98626	8.97329	
